0
554
12934
7936
314
556
555
562
557
560
565
2
561
558
1779
453
810
444
823
563
564
1987
1777
9075
809
1939
822
227
566
21820
2353
2357
8778
53
892
1517
1937
440
4696
884
385
8782
2361
1521
890
383
4699
52
447
1935
1775
1515
449
855
11875
442
1513
1993
811
536
2359
21326
229
21880
559
6332
573
10034
313
8882
567
859
66
886
9144
1391
1783
888
21555
9243
70
9143
11212
1753
1745
882
1734
21930
9244
11230
1397
1761
10144
3142
62
21350
824
3144
21905
6306
12640
